n,r,m
(:Entity {name: Lakshmi}),[:REL {type: also known as}],(:Entity {name: Kamala})
(:Entity {name: Lakshmi}),[:REL {type: also known as}],(:Entity {name: Indira})
(:Entity {name: Lakshmi}),[:REL {type: also known as}],(:Entity {name: Chanchala})
(:Entity {name: Lakshmi}),[:REL {type: also known as}],(:Entity {name: Lola})
(:Entity {name: Lakshmi}),[:REL {type: also known as}],(:Entity {name: Loka-mata})
(:Entity {name: Dhanwantari}),[:REL {type: Physician Of}],(:Entity {name: Gods})
(:Entity {name: Dhanwantari}),[:REL {type: Produced From}],(:Entity {name: Churning of the Ocean})
(:Entity {name: Dhanwantari}),[:REL {type: Bore Cup of}],(:Entity {name: Amrita})
(:Entity {name: Demons}),[:REL {type: Attempted To Steal}],(:Entity {name: Amrita})
(:Entity {name: Anadhrishti}),[:REL {type: Son Of}],(:Entity {name: Ugrasena})
(:Entity {name: Anadhrishti}),[:REL {type: General Of}],(:Entity {name: Yadavas})
(:Entity {name: Ugrasena}),[:REL {type: Father Of}],(:Entity {name: Kansa})
(:Entity {name: Ugrasena}),[:REL {type: Father Of}],(:Entity {name: Devaka})
(:Entity {name: Ugrasena}),[:REL {type: Husband Of}],(:Entity {name: Karni})
(:Entity {name: Anaka-Dundubhi}),[:REL {type: Name Of}],(:Entity {name: Vasu-deva})
(:Entity {name: Ananda}),[:REL {type: Appellation Of}],(:Entity {name: Siva})
(:Entity {name: Ananda}),[:REL {type: Appellation Of}],(:Entity {name: Bala-rama})
(:Entity {name: Ananda Giri}),[:REL {type: Follower Of}],(:Entity {name: Sankaracharya})
(:Entity {name: Ananda Giri}),[:REL {type: Teacher Of doctrines of}],(:Entity {name: Sankaracharya})
(:Entity {name: Ananda Giri}),[:REL {type: Author Of}],(:Entity {name: Sankara-vijaya})
(:Entity {name: Ananda Lahari}),[:REL {type: Poem Attributed To}],(:Entity {name: Sankaracharya})
(:Entity {name: Ananda Lahari}),[:REL {type: Means}],(:Entity {name: Wave of Joy})
(:Entity {name: Ananda Lahari}),[:REL {type: Hymn Addressed To}],(:Entity {name: Parvati})
(:Entity {name: Ananga}),[:REL {type: Name Of}],(:Entity {name: Kama})
(:Entity {name: Kama}),[:REL {type: Assisted By}],(:Entity {name: Rambha})
(:Entity {name: Kama}),[:REL {type: Assisted By}],(:Entity {name: Tilottama})
(:Entity {name: Ananta}),[:REL {type: Applied To}],(:Entity {name: Vishnu})
(:Entity {name: Ananta}),[:REL {type: Applied To}],(:Entity {name: Gods})
(:Entity {name: Ananta}),[:REL {type: Name Of}],(:Entity {name: Serpent Sesha})
(:Entity {name: Anaranya}),[:REL {type: Summoned By}],(:Entity {name: Ravana})
(:Entity {name: Anaranya}),[:REL {type: Defeated By}],(:Entity {name: Ravana})
(:Entity {name: Anaranya}),[:REL {type: Predicted Death Of}],(:Entity {name: Ravana})
(:Entity {name: Anaranya}),[:REL {type: King Of}],(:Entity {name: Ayodhya})
(:Entity {name: Anaranya}),[:REL {type: Descendant Of}],(:Entity {name: Ikshwaku})
(:Entity {name: Anargha Raghava}),[:REL {type: Hero Of}],(:Entity {name: Rama})
(:Entity {name: Anargha Raghava}),[:REL {type: Drama Written By}],(:Entity {name: Murari Misra})
(:Entity {name: Anargha Raghava}),[:REL {type: Also Called}],(:Entity {name: Murari Nafaka})
(:Entity {name: An-Arya}),[:REL {type: Not}],(:Entity {name: Aryans})
(:Entity {name: Anasuya}),[:REL {type: Wife Of}],(:Entity {name: Rishi Atri})
(:Entity {name: Anasuya}),[:REL {type: Mother Of}],(:Entity {name: Durvasas})
(:Entity {name: Anasuya}),[:REL {type: Friend Of}],(:Entity {name: Sakuntala})
(:Entity {name: Anasuya}),[:REL {type: Gave an Ointment for preserving Her Beauty To}],(:Entity {name: Sita})
(:Entity {name: Durvasas}),[:REL {type: Cursed}],(:Entity {name: Krishna})
(:Entity {name: Durvasas}),[:REL {type: Cursed}],(:Entity {name: Indra})
(:Entity {name: Durvasas}),[:REL {type: cursed}],(:Entity {name: Indra})
(:Entity {name: Durvasas}),[:REL {type: Emanation Of}],(:Entity {name: Siva})
(:Entity {name: Durvasas}),[:REL {type: Son Of}],(:Entity {name: Anasuya})
(:Entity {name: Durvasas}),[:REL {type: Cursed}],(:Entity {name: Sakuntala})
(:Entity {name: Durvasas}),[:REL {type: Son Of}],(:Entity {name: Atri})
(:Entity {name: Durvasas}),[:REL {type: Blessed}],(:Entity {name: Kunti})
(:Entity {name: Sakuntala}),[:REL {type: Daughter of}],(:Entity {name: Viswamitra})
(:Entity {name: Sita}),[:REL {type: wife of}],(:Entity {name: Rama})
(:Entity {name: Sita}),[:REL {type: mother of}],(:Entity {name: Kusa})
(:Entity {name: Sita}),[:REL {type: father}],(:Entity {name: Janaka})
(:Entity {name: Sita}),[:REL {type: mother of}],(:Entity {name: Lava})
(:Entity {name: Sita}),[:REL {type: also known as}],(:Entity {name: Ayonija})
(:Entity {name: Sita}),[:REL {type: also known as}],(:Entity {name: Bhumija})
(:Entity {name: Sita}),[:REL {type: also known as}],(:Entity {name: Dharanisuta})
(:Entity {name: Sita}),[:REL {type: also known as}],(:Entity {name: Parthivi})
(:Entity {name: Sita}),[:REL {type: Also Known As}],(:Entity {name: Vaidehi})
(:Entity {name: Andhaka}),[:REL {type: Son Of}],(:Entity {name: Kasyapa})
(:Entity {name: Andhaka}),[:REL {type: Slain By}],(:Entity {name: Siva})
(:Entity {name: Andhaka}),[:REL {type: Is}],(:Entity {name: Demon})
(:Entity {name: Andhaka}),[:REL {type: Son Of}],(:Entity {name: Diti})
(:Entity {name: Andhaka}),[:REL {type: Attempted To Carry Off}],(:Entity {name: Parijata Tree})
(:Entity {name: Andhaka}),[:REL {type: Grandson Of}],(:Entity {name: Kroshiri})
(:Entity {name: Andhaka}),[:REL {type: Son Of}],(:Entity {name: Yudhajit})
(:Entity {name: Andhaka}),[:REL {type: Ancestor Of}],(:Entity {name: Andhaka-Vrishnis Family})
(:Entity {name: Andhaka}),[:REL {type: Brother Of}],(:Entity {name: Vrishni})
(:Entity {name: Vrishni}),[:REL {type: Descendant of}],(:Entity {name: Yadu})
(:Entity {name: Vrishni}),[:REL {type: Son of}],(:Entity {name: Madhu})
(:Entity {name: Andhra}),[:REL {type: Country In}],(:Entity {name: South India})
(:Entity {name: Andhra}),[:REL {type: Also Means}],(:Entity {name: People of Andhra})
(:Entity {name: Andhra}),[:REL {type: Country of}],(:Entity {name: Telingana})
(:Entity {name: Andhra-Bheitya}),[:REL {type: Dynasty Of Kings in}],(:Entity {name: Magadha})
(:Entity {name: Champa or Champapuri}),[:REL {type: Is Capital of}],(:Entity {name: Anga})
(:Entity {name: Champa}),[:REL {type: Also Kniwn As}],(:Entity {name: Champapuri})
(:Entity {name: Anga_2}),[:REL {type: Also Means Supplement to the}],(:Entity {name: Vedas})
(:Entity {name: Angada}),[:REL {type: Son Of}],(:Entity {name: Lakshmana})
(:Entity {name: Angada}),[:REL {type: King Of}],(:Entity {name: Angadi})
(:Entity {name: Angadi}),[:REL {type: Capital Of Country near}],(:Entity {name: Himalaya})
(:Entity {name: Angada_2}),[:REL {type: Son Of}],(:Entity {name: Gada})
(:Entity {name: Angada_2}),[:REL {type: Mother}],(:Entity {name: Vrihati})
(:Entity {name: Gada}),[:REL {type: Brother Of}],(:Entity {name: Krishna})
(:Entity {name: Angada_3}),[:REL {type: Protected By}],(:Entity {name: Rama})
(:Entity {name: Angada_3}),[:REL {type: Fought Against}],(:Entity {name: Ravana})
(:Entity {name: Angada_3}),[:REL {type: Son Of}],(:Entity {name: Bali})
(:Entity {name: Bali}),[:REL {type: Defeated}],(:Entity {name: Indra})
(:Entity {name: Bali}),[:REL {type: Son Of}],(:Entity {name: Indra})
(:Entity {name: Bali}),[:REL {type: Slain By}],(:Entity {name: Rama})
(:Entity {name: Bali}),[:REL {type: Father Of}],(:Entity {name: Angada})
(:Entity {name: Bali}),[:REL {type: Son Of}],(:Entity {name: Virochana})
(:Entity {name: Bali}),[:REL {type: Husband Of}],(:Entity {name: Vindhyavali})
(:Entity {name: Bali}),[:REL {type: Monkey King Of}],(:Entity {name: Kishkindhya})
(:Entity {name: Bali}),[:REL {type: Husband Of}],(:Entity {name: Tara})
(:Entity {name: Bali}),[:REL {type: Father Of}],(:Entity {name: Tara})
(:Entity {name: Bali}),[:REL {type: Also Known As}],(:Entity {name: Vairochana})
(:Entity {name: Angiras}),[:REL {type: Epithet Or Synonym Of}],(:Entity {name: Agni})
(:Entity {name: Angiras}),[:REL {type: Epithet For Father of}],(:Entity {name: Agni})
(:Entity {name: Angiras}),[:REL {type: Called Priest of the}],(:Entity {name: Gods})
(:Entity {name: Angiras}),[:REL {type: Is}],(:Entity {name: Rishi})
(:Entity {name: Angiras}),[:REL {type: One Of}],(:Entity {name: Seven Maharshi})
(:Entity {name: Angiras}),[:REL {type: One Of}],(:Entity {name: Ten Prajapatis})
(:Entity {name: Angiras}),[:REL {type: Later Role}],(:Entity {name: Inspired Lawgiver})
(:Entity {name: Angiras}),[:REL {type: Astronomical Personification}],(:Entity {name: Brihaspati})
(:Entity {name: Angiras}),[:REL {type: Called}],(:Entity {name: Lord of Sacrifice})
(:Entity {name: Angiras}),[:REL {type: Son Of}],(:Entity {name: Uru})
(:Entity {name: Angiras}),[:REL {type: Mother}],(:Entity {name: Agneyi (Daughter of Agni)})
(:Entity {name: Angiras}),[:REL {type: Born From}],(:Entity {name: Mouth of Brahma})
(:Entity {name: Brihaspati}),[:REL {type: Sons of}],(:Entity {name: Angiras})
(:Entity {name: Brihaspati}),[:REL {type: Regent Of}],(:Entity {name: Planet Jupiter})
(:Entity {name: Brihaspati}),[:REL {type: Husband of}],(:Entity {name: Tara})
(:Entity {name: Havishmats}),[:REL {type: Sons of}],(:Entity {name: Angiras})
(:Entity {name: Utathya}),[:REL {type: Enemy Of}],(:Entity {name: Varuna})
(:Entity {name: Utathya}),[:REL {type: Sons of}],(:Entity {name: Angiras})
(:Entity {name: Utathya}),[:REL {type: Husband Of}],(:Entity {name: Bhadra})
(:Entity {name: Utathya}),[:REL {type: Married To}],(:Entity {name: Bhadra})
(:Entity {name: Markandeya}),[:REL {type: Sons of}],(:Entity {name: Angiras})
(:Entity {name: Rathi-tara}),[:REL {type: Is}],(:Entity {name: Kshatriya})
(:Entity {name: Angirasas}),[:REL {type: Are Descendants of}],(:Entity {name: Angiras})
(:Entity {name: Angirasas}),[:REL {type: Considered Descendants Of}],(:Entity {name: Agni)})
(:Entity {name: Angirasas}),[:REL {type: Descended From}],(:Entity {name: Prajapati})
(:Entity {name: Angirasas}),[:REL {type: Tribes Mentioned In Puranas As}],(:Entity {name: Brahmans})
(:Entity {name: Angirasas}),[:REL {type: Tribes Mentioned In Puranas As}],(:Entity {name: Kshatriyas})
(:Entity {name: Atharva-veda}),[:REL {type: Hymns Are Called}],(:Entity {name: Angirasas})
(:Entity {name: Atharvangirasas}),[:REL {type: Descendants of}],(:Entity {name: Angiras})
(:Entity {name: Anila}),[:REL {type: Called}],(:Entity {name: The Wind})
(:Entity {name: Anilas}),[:REL {type: Connected With}],(:Entity {name: Anila})
(:Entity {name: Anilas}),[:REL {type: Are}],(:Entity {name: Gana})
(:Entity {name: Anilas}),[:REL {type: Are counted}],(:Entity {name: 49})
(:Entity {name: Animisha}),[:REL {type: General Epithet Of}],(:Entity {name: Gods})
(:Entity {name: Aniruddha}),[:REL {type: Married}],(:Entity {name: Subhadra})
(:Entity {name: Aniruddha}),[:REL {type: Grandson Of}],(:Entity {name: Krishna})
(:Entity {name: Aniruddha}),[:REL {type: Rescued By}],(:Entity {name: Krishna})
(:Entity {name: Aniruddha}),[:REL {type: Son Of}],(:Entity {name: Pradyumna})
(:Entity {name: Aniruddha}),[:REL {type: Rescued By}],(:Entity {name: Pradyumna})
(:Entity {name: Aniruddha}),[:REL {type: Also Called}],(:Entity {name: Jhashanka})
(:Entity {name: Aniruddha}),[:REL {type: Also Called}],(:Entity {name: Ushapati})
(:Entity {name: Aniruddha}),[:REL {type: Father Of}],(:Entity {name: Vajra})
(:Entity {name: Aniruddha}),[:REL {type: Rescued By}],(:Entity {name: Balarama})
(:Entity {name: Pradyumna}),[:REL {type: son}],(:Entity {name: Brahma})
(:Entity {name: Pradyumna}),[:REL {type: father}],(:Entity {name: Krishna})
(:Entity {name: Pradyumna}),[:REL {type: Wounded}],(:Entity {name: Skanda})
(:Entity {name: Pradyumna}),[:REL {type: also known as}],(:Entity {name: Kama})
(:Entity {name: Pradyumna}),[:REL {type: son}],(:Entity {name: Aniruddha})
(:Entity {name: Pradyumna}),[:REL {type: mother}],(:Entity {name: Rukmini})
(:Entity {name: Pradyumna}),[:REL {type: also known as}],(:Entity {name: Sanat-kumara})
(:Entity {name: Pradyumna}),[:REL {type: killed}],(:Entity {name: Sambara})
(:Entity {name: Pradyumna}),[:REL {type: wife}],(:Entity {name: Mayavati})
(:Entity {name: Pradyumna}),[:REL {type: wife}],(:Entity {name: Kakudmati})
(:Entity {name: Pradyumna}),[:REL {type: killed in}],(:Entity {name: Dwaraka})
(:Entity {name: Pradyumna}),[:REL {type: also known as}],(:Entity {name: Manmatha})
(:Entity {name: Pradyumna}),[:REL {type: wife}],(:Entity {name: Prabhavati})
(:Entity {name: Usha}),[:REL {type: Granddaughter Of}],(:Entity {name: Bali})
(:Entity {name: Usha}),[:REL {type: Wife Of}],(:Entity {name: Aniruddha})
(:Entity {name: Usha}),[:REL {type: Princess Of}],(:Entity {name: Daitya})
(:Entity {name: Usha}),[:REL {type: Daughter Of}],(:Entity {name: Bana})
(:Entity {name: Usha}),[:REL {type: Helped By}],(:Entity {name: Chitralekha})
(:Entity {name: Bana}),[:REL {type: Aided By}],(:Entity {name: Siva})
(:Entity {name: Bana}),[:REL {type: Supported By}],(:Entity {name: Siva})
(:Entity {name: Bana}),[:REL {type: Aided By}],(:Entity {name: Skanda})
(:Entity {name: Bana}),[:REL {type: Supported By}],(:Entity {name: Skanda})
(:Entity {name: Vajra}),[:REL {type: Son Of}],(:Entity {name: Aniruddha})
(:Entity {name: Vajra}),[:REL {type: Mother}],(:Entity {name: Usha})
(:Entity {name: Vajra}),[:REL {type: Made From}],(:Entity {name: Bones Of Dadhichi})
(:Entity {name: Anjana_3}),[:REL {type: Elephant Of}],(:Entity {name: West Quarter})
(:Entity {name: Anjana_2}),[:REL {type: Is}],(:Entity {name: Serpent})
(:Entity {name: Anjana_2}),[:REL {type: Descended From}],(:Entity {name: Kadru})
(:Entity {name: Kadru}),[:REL {type: mother}],(:Entity {name: Serpents})
(:Entity {name: Anjana}),[:REL {type: Mother Of}],(:Entity {name: Hanumat})
(:Entity {name: Anjana}),[:REL {type: wife}],(:Entity {name: Kesar})
(:Entity {name: Anna-Purna}),[:REL {type: Form Of}],(:Entity {name: Durga})
(:Entity {name: Anna-Purna}),[:REL {type: Worshipped For}],(:Entity {name: Power of Giving Food})
(:Entity {name: Ansumat}),[:REL {type: Son Of}],(:Entity {name: Asamanjas})
(:Entity {name: Ansumat}),[:REL {type: Grandson Of}],(:Entity {name: Sagara})
(:Entity {name: Antaka}),[:REL {type: Name Of}],(:Entity {name: Yama})
(:Entity {name: Yama}),[:REL {type: Gave Weapon To}],(:Entity {name: Arjuna})
(:Entity {name: Yama}),[:REL {type: Brother of}],(:Entity {name: Manu})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Antaka})
(:Entity {name: Yama}),[:REL {type: Father of}],(:Entity {name: Yudhishthira})
(:Entity {name: Yama}),[:REL {type: Attacked By}],(:Entity {name: Virabhadra})
(:Entity {name: Yama}),[:REL {type: Son of}],(:Entity {name: Vivaswat})
(:Entity {name: Yama}),[:REL {type: Attended by}],(:Entity {name: Chanda})
(:Entity {name: Yama}),[:REL {type: Twin-sister}],(:Entity {name: Yami})
(:Entity {name: Yama}),[:REL {type: Vahana}],(:Entity {name: Buffalo})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Kala})
(:Entity {name: Yama}),[:REL {type: Cursed by}],(:Entity {name: Chhaya})
(:Entity {name: Yama}),[:REL {type: Wife of}],(:Entity {name: Hemamala})
(:Entity {name: Yama}),[:REL {type: Wife of}],(:Entity {name: Susila})
(:Entity {name: Yama}),[:REL {type: Wife of}],(:Entity {name: Vijaya})
(:Entity {name: Yama}),[:REL {type: Assisted by}],(:Entity {name: Chitragupta})
(:Entity {name: Yama}),[:REL {type: Attended by}],(:Entity {name: Kalapurusha})
(:Entity {name: Yama}),[:REL {type: Door kept by}],(:Entity {name: Vaidhyata})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Mrityu})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Kritanta})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Samana})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Danda-dhara})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Bhimasasana})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Pasi})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Pitri-pati})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Preta-raja})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Sraddha-deva})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Dharma-raja})
(:Entity {name: Yama}),[:REL {type: Also known as}],(:Entity {name: Audumbara})
(:Entity {name: Antariksha}),[:REL {type: Sphere Of}],(:Entity {name: Gandharvas})
(:Entity {name: Antariksha}),[:REL {type: Sphere Of}],(:Entity {name: Apsarases})
(:Entity {name: Antariksha}),[:REL {type: Sphere Of}],(:Entity {name: Yakshas})
(:Entity {name: Anu}),[:REL {type: Son Of}],(:Entity {name: King Yayati})
(:Entity {name: Anu}),[:REL {type: Mother Of}],(:Entity {name: Sarmishtha})
(:Entity {name: Anu}),[:REL {type: Son of}],(:Entity {name: Yayati})
(:Entity {name: Banga}),[:REL {type: Descendants of}],(:Entity {name: Anu})
(:Entity {name: Kalinga}),[:REL {type: Descendants of}],(:Entity {name: Anu})
(:Entity {name: Anukramani}),[:REL {type: Is}],(:Entity {name: Anukramanika})
(:Entity {name: Anumatl}),[:REL {type: Personified As}],(:Entity {name: Goddess})
(:Entity {name: Anumatl}),[:REL {type: Worshipped As}],(:Entity {name: Goddess})
(:Entity {name: Anusara}),[:REL {type: Is}],(:Entity {name: Rakshasa})
(:Entity {name: Anuvinda}),[:REL {type: Is King of}],(:Entity {name: Ujjayini})
(:Entity {name: Aparanta}),[:REL {type: Country Mentioned In}],(:Entity {name: Vishnu Purana})
(:Entity {name: Aparanta}),[:REL {type: Also Known As}],(:Entity {name: Aparita})
(:Entity {name: Aparanta}),[:REL {type: Mentioned In}],(:Entity {name: Hari-vansa})
(:Entity {name: Aparanta}),[:REL {type: Conquered By}],(:Entity {name: Parasu-rama})
(:Entity {name: Parasu-rama}),[:REL {type: Beseeched}],(:Entity {name: Varuna})
(:Entity {name: Parasu-rama}),[:REL {type: Bestowed Land Upon}],(:Entity {name: Brahmans})
(:Entity {name: Aparna}),[:REL {type: Became}],(:Entity {name: Uma})
(:Entity {name: Aparna}),[:REL {type: Eldest Daughter Of}],(:Entity {name: Mena})
(:Entity {name: Aparna}),[:REL {type: Eldest Daughter Of}],(:Entity {name: Himavat})
(:Entity {name: Aparna}),[:REL {type: Sister Of}],(:Entity {name: Eka-parna})
(:Entity {name: Aparna}),[:REL {type: Sister Of}],(:Entity {name: Eka-pala})
(:Entity {name: Eka-parna}),[:REL {type: Lived On}],(:Entity {name: One Leaf})
(:Entity {name: Eka-pala}),[:REL {type: Lived On}],(:Entity {name: One Palala})
(:Entity {name: Apastamba}),[:REL {type: Author Of}],(:Entity {name: Sutras Connected With Black Yajur-veda})
(:Entity {name: Taittiriya Sanhita}),[:REL {type: Two Recensions Ascribed To}],(:Entity {name: Apastamba})
(:Entity {name: Apava}),[:REL {type: Name Similar To}],(:Entity {name: Narayana})
(:Entity {name: Apava}),[:REL {type: Performed Office Of}],(:Entity {name: Creator Brahma})
(:Entity {name: Apava}),[:REL {type: Name Of}],(:Entity {name: Prajapati Vasishtha})
(:Entity {name: Viraj}),[:REL {type: Brought}],(:Entity {name: First Man Into The World})
